,Title,Type,Director,Cast,Release Year,Date Added,Rating,Duration,Genre,Vote Average
1570,Cinderella III: A Twist in Time,Movie,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",2007,"November 12, 2019",G,79 min, Fantasy,6.526
1571,Cinderella III: A Twist in Time,Movie,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",2007,"November 12, 2019",G,79 min, Kids,6.526
1572,Titanic: 20 Years Later With James Cameron,Movie,Thomas Grane,"James Cameron, Bob Ballard",2017,"November 12, 2019",TV-PG,47 min,Documentary,6.525
1573,Titanic: 20 Years Later With James Cameron,Movie,Thomas Grane,"James Cameron, Bob Ballard",2017,"November 12, 2019",TV-PG,47 min, Historical,6.525
1574,High School Musical 2,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2007,"November 12, 2019",TV-G,114 min,Coming of Age,6.523
1575,High School Musical 2,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2007,"November 12, 2019",TV-G,114 min, Musical,6.523
1576,Disney Den Brother,Movie,Mark Taylor,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",2010,"November 12, 2019",TV-G,90 min,Comedy,6.519
1577,Disney Den Brother,Movie,Mark Taylor,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",2010,"November 12, 2019",TV-G,90 min, Coming of Age,6.519
1578,Dinosaur,Movie,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",2000,"November 12, 2019",PG,84 min,Action-Adventure,6.519
1579,Dinosaur,Movie,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",2000,"November 12, 2019",PG,84 min, Animation,6.519
1580,Dinosaur,Movie,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",2000,"November 12, 2019",PG,84 min, Family,6.519
1581,Disney Adventures in Babysitting,Movie,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",2016,"November 12, 2019",TV-G,95 min,Action-Adventure,6.519
1582,Disney Adventures in Babysitting,Movie,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",2016,"November 12, 2019",TV-G,95 min, Comedy,6.519
1583,Disney Adventures in Babysitting,Movie,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",2016,"November 12, 2019",TV-G,95 min, Coming of Age,6.519
1584,Disney Avalon High,Movie,Stuart Gillard,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",2010,"November 12, 2019",TV-G,91 min,Coming of Age,6.519
1585,Disney Avalon High,Movie,Stuart Gillard,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",2010,"November 12, 2019",TV-G,91 min, Fantasy,6.519
1586,Disney Bad Hair Day,Movie,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",2015,"November 12, 2019",TV-G,93 min,Buddy,6.519
1587,Disney Bad Hair Day,Movie,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",2015,"November 12, 2019",TV-G,93 min, Comedy,6.519
1588,Disney Bad Hair Day,Movie,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",2015,"November 12, 2019",TV-G,93 min, Coming of Age,6.519
1589,Phineas and Ferb: Mission Marvel,Movie,"Robert Hughes, Sue Perrotto","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2013,"November 12, 2019",TV-G,46 min,Action-Adventure,6.513
1590,Phineas and Ferb: Mission Marvel,Movie,"Robert Hughes, Sue Perrotto","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2013,"November 12, 2019",TV-G,46 min, Animation,6.513
1591,Phineas and Ferb: Mission Marvel,Movie,"Robert Hughes, Sue Perrotto","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2013,"November 12, 2019",TV-G,46 min, Comedy,6.513
1592,The Little Mermaid,Movie,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",1989,"November 12, 2019",G,86 min,Animation,6.512
1593,The Little Mermaid,Movie,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",1989,"November 12, 2019",G,86 min, Family,6.512
1594,The Little Mermaid,Movie,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",1989,"November 12, 2019",G,86 min, Fantasy,6.512
1595,X-Men,Movie,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",2000,"August 13, 2021",PG-13,105 min,Action-Adventure,6.512
1596,X-Men,Movie,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",2000,"August 13, 2021",PG-13,105 min, Family,6.512
1597,X-Men,Movie,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",2000,"August 13, 2021",PG-13,105 min, Science Fiction,6.512
1598,X-Men: Apocalypse,Movie,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne",2016,"July 17, 2020",PG-13,144 min,Action-Adventure,6.512
1599,X-Men: Apocalypse,Movie,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne",2016,"July 17, 2020",PG-13,144 min, Family,6.512
1600,X-Men: Apocalypse,Movie,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne",2016,"July 17, 2020",PG-13,144 min, Science Fiction,6.512
1601,Mary Poppins Returns,Movie,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Pixie Davies",2018,"January 15, 2021",PG,140 min,Family,6.512
1602,Mary Poppins Returns,Movie,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Pixie Davies",2018,"January 15, 2021",PG,140 min, Fantasy,6.512
1603,Mary Poppins Returns,Movie,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Pixie Davies",2018,"January 15, 2021",PG,140 min, Musical,6.512
1604,Benji the Hunted,Movie,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",1987,"November 12, 2019",G,89 min,Action-Adventure,6.511
1605,Benji the Hunted,Movie,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",1987,"November 12, 2019",G,89 min, Animals & Nature,6.511
1606,Benji the Hunted,Movie,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",1987,"November 12, 2019",G,89 min, Family,6.511
1607,The Tigger Movie,Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka",2000,"November 12, 2019",G,81 min,Action-Adventure,6.508
1608,The Tigger Movie,Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka",2000,"November 12, 2019",G,81 min, Animation,6.508
1609,The Tigger Movie,Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka",2000,"November 12, 2019",G,81 min, Kids,6.508
1610,The Golden Touch,Movie,Walt Disney,Unknown,1935,"November 12, 2019",TV-Y7,11 min,Animation,6.506
1611,The Golden Touch,Movie,Walt Disney,Unknown,1935,"November 12, 2019",TV-Y7,11 min, Family,6.506
1612,The Golden Touch,Movie,Walt Disney,Unknown,1935,"November 12, 2019",TV-Y7,11 min, Fantasy,6.506
1613,Pirates of the Caribbean: On Stranger Tides,Movie,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally, Sam Claflin",2011,"September 10, 2021",PG-13,140 min,Action-Adventure,6.5
1614,Pirates of the Caribbean: On Stranger Tides,Movie,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally, Sam Claflin",2011,"September 10, 2021",PG-13,140 min, Fantasy,6.5
1615,Bizarre Dinosaurs,Movie,Jenny Kubo,Peter Cullen,2009,"November 12, 2019",TV-PG,46 min,Animals & Nature,6.5
1616,Bizarre Dinosaurs,Movie,Jenny Kubo,Peter Cullen,2009,"November 12, 2019",TV-PG,46 min, Documentary,6.5
1617,Bizarre Dinosaurs,Movie,Jenny Kubo,Peter Cullen,2009,"November 12, 2019",TV-PG,46 min, Family,6.5
1618,Water Birds,Movie,Ben Sharpsteen,Winston Hibler,1952,"May 1, 2020",TV-G,31 min,Animals & Nature,6.5
1619,Water Birds,Movie,Ben Sharpsteen,Winston Hibler,1952,"May 1, 2020",TV-G,31 min, Documentary,6.5
1620,Water Birds,Movie,Ben Sharpsteen,Winston Hibler,1952,"May 1, 2020",TV-G,31 min, Family,6.5
1621,Star Wars Biomes,Movie,Unknown,Unknown,2021,"May 4, 2021",TV-G,18 min,Science Fiction,6.5
1622,Babes in Toyland,Movie,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",1961,"November 12, 2019",TV-PG,106 min,Family,6.5
1623,Babes in Toyland,Movie,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",1961,"November 12, 2019",TV-PG,106 min, Fantasy,6.5
1624,Babes in Toyland,Movie,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",1961,"November 12, 2019",TV-PG,106 min, Musical,6.5
1625,Island at the Top of the World,Movie,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako , David Gwillim, Agneta Eckemyr",1974,"April 2, 2021",G,94 min,Action-Adventure,6.5
1626,Island at the Top of the World,Movie,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako , David Gwillim, Agneta Eckemyr",1974,"April 2, 2021",G,94 min, Fantasy,6.5
1627,Island at the Top of the World,Movie,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako , David Gwillim, Agneta Eckemyr",1974,"April 2, 2021",G,94 min, Survival,6.5
1628,The Big Bad Wolf,Movie,Burt Gillett,Unknown,1934,"November 12, 2019",TV-Y7,9 min,Animation,6.5
1629,The Big Bad Wolf,Movie,Burt Gillett,Unknown,1934,"November 12, 2019",TV-Y7,9 min, Family,6.5
1630,The Big Bad Wolf,Movie,Burt Gillett,Unknown,1934,"November 12, 2019",TV-Y7,9 min, Musical,6.5
1631,Mulan II,Movie,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh",2005,"November 12, 2019",G,82 min,Action-Adventure,6.5
1632,Mulan II,Movie,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh",2005,"November 12, 2019",G,82 min, Animation,6.5
1633,Mulan II,Movie,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh",2005,"November 12, 2019",G,82 min, Family,6.5
1634,Mickey's Delayed Date,Movie,Charles Nichols,Unknown,1947,"November 12, 2019",TV-G,7 min,Animation,6.5
1635,Mickey's Delayed Date,Movie,Charles Nichols,Unknown,1947,"November 12, 2019",TV-G,7 min, Comedy,6.5
1636,Mickey's Delayed Date,Movie,Charles Nichols,Unknown,1947,"November 12, 2019",TV-G,7 min, Family,6.5
1637,"Davy Crockett, King of the Wild Frontier",Movie,Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",1955,"November 12, 2019",PG,93 min,Action-Adventure,6.5
1638,"Davy Crockett, King of the Wild Frontier",Movie,Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",1955,"November 12, 2019",PG,93 min, Family,6.5
1639,"Davy Crockett, King of the Wild Frontier",Movie,Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",1955,"November 12, 2019",PG,93 min, Historical,6.5
1640,From Our Family to Yours,Movie,Angela Affinita,Unknown,2020,"November 27, 2020",TV-G,3 min,Animation,6.5
1641,From Our Family to Yours,Movie,Angela Affinita,Unknown,2020,"November 27, 2020",TV-G,3 min, Family,6.5
1642,Trailer Horn,Movie,Jack Hannah,Unknown,1950,"November 12, 2019",TV-G,7 min,Animation,6.5
1643,Trailer Horn,Movie,Jack Hannah,Unknown,1950,"November 12, 2019",TV-G,7 min, Comedy,6.5
1644,Trailer Horn,Movie,Jack Hannah,Unknown,1950,"November 12, 2019",TV-G,7 min, Family,6.5
1645,Drain The Great Lakes,Movie,"Crispin Sadler, Wayne Abbott",Cham Giobbi,2011,"January 1, 2020",TV-PG,45 min,Documentary,6.5
1646,Three Days,Movie,Michael Switzer,Unknown,2001,"November 12, 2019",TV-G,93 min,Drama,6.5
1647,Three Days,Movie,Michael Switzer,Unknown,2001,"November 12, 2019",TV-G,93 min, Fantasy,6.5
1648,The Happiest Millionaire,Movie,Norman Tokar,"Fred MacMurray, Tommy Steele, Greer Garson, Geraldine Page, Gladys Cooper, Hermione Baddeley",1967,"June 11, 2021",G,170 min,Biographical,6.5
1649,The Happiest Millionaire,Movie,Norman Tokar,"Fred MacMurray, Tommy Steele, Greer Garson, Geraldine Page, Gladys Cooper, Hermione Baddeley",1967,"June 11, 2021",G,170 min, Coming of Age,6.5
1650,The Happiest Millionaire,Movie,Norman Tokar,"Fred MacMurray, Tommy Steele, Greer Garson, Geraldine Page, Gladys Cooper, Hermione Baddeley",1967,"June 11, 2021",G,170 min, Family,6.5
1651,Stitch! The Movie,Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",2003,"November 12, 2019",G,62 min,Animation,6.5
1652,Stitch! The Movie,Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",2003,"November 12, 2019",G,62 min, Comedy,6.5
1653,Stitch! The Movie,Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",2003,"November 12, 2019",G,62 min, Family,6.5
1654,Grand Canyonscope,Movie,C. Nichols,Unknown,1954,"November 12, 2019",TV-G,7 min,Animation,6.5
1655,Grand Canyonscope,Movie,C. Nichols,Unknown,1954,"November 12, 2019",TV-G,7 min, Comedy,6.5
1656,Grand Canyonscope,Movie,C. Nichols,Unknown,1954,"November 12, 2019",TV-G,7 min, Family,6.5
1657,Grasshopper and the Ants,Movie,Wilfred Jackson,Unknown,1934,"November 12, 2019",TV-G,8 min,Animation,6.5
1658,Grasshopper and the Ants,Movie,Wilfred Jackson,Unknown,1934,"November 12, 2019",TV-G,8 min, Family,6.5
1659,Grasshopper and the Ants,Movie,Wilfred Jackson,Unknown,1934,"November 12, 2019",TV-G,8 min, Music,6.5
1660,Stonehenge Decoded: Secrets Revealed,Movie,Christopher Spencer,Craig Sechler,2008,"November 12, 2019",TV-PG,44 min,Documentary,6.5
1661,Halloweentown High,Movie,Mark Dippé,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",2004,"November 12, 2019",TV-G,83 min,Action-Adventure,6.5
1662,Halloweentown High,Movie,Mark Dippé,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",2004,"November 12, 2019",TV-G,83 min, Comedy,6.5
1663,Halloweentown High,Movie,Mark Dippé,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",2004,"November 12, 2019",TV-G,83 min, Fantasy,6.5
1664,Lost Temple of the Inca,Movie,Jim Aikman,Dan Nachtrab,2020,"July 31, 2020",TV-PG,44 min,Documentary,6.5
1665,Rescue Dog,Movie,Charles Nichols,Unknown,1947,"November 12, 2019",TV-G,7 min,Animation,6.5
1666,Rescue Dog,Movie,Charles Nichols,Unknown,1947,"November 12, 2019",TV-G,7 min, Comedy,6.5
1667,Rescue Dog,Movie,Charles Nichols,Unknown,1947,"November 12, 2019",TV-G,7 min, Family,6.5
1668,Stuntman,Movie,Kurt Mattila,Eddie Braun,2021,"July 23, 2021",TV-14,87 min,Documentary,6.5
1669,Tru Confessions,Movie,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman",2002,"November 12, 2019",TV-G,83 min,Coming of Age,6.5
1670,Tru Confessions,Movie,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman",2002,"November 12, 2019",TV-G,83 min, Drama,6.5
1671,Star Wars: The Phantom Menace (Episode I),Movie,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",1999,"November 12, 2019",PG,136 min,Action-Adventure,6.5
1672,Star Wars: The Phantom Menace (Episode I),Movie,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",1999,"November 12, 2019",PG,136 min, Science Fiction,6.5
1673,Bolt,Movie,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",2008,"November 12, 2019",PG,98 min,Action-Adventure,6.494
1674,Bolt,Movie,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",2008,"November 12, 2019",PG,98 min, Animation,6.494
1675,Bolt,Movie,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",2008,"November 12, 2019",PG,98 min, Comedy,6.494
1676,Sanjay's Super Team,Movie,Sanjay Patel,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",2015,"November 12, 2019",PG,7 min,Action-Adventure,6.489
1677,Sanjay's Super Team,Movie,Sanjay Patel,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",2015,"November 12, 2019",PG,7 min, Animation,6.489
1678,Sanjay's Super Team,Movie,Sanjay Patel,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",2015,"November 12, 2019",PG,7 min, Family,6.489
1679,Peter Pan: Return to Never Land,Movie,Robin Budd,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough",2002,"November 12, 2019",G,77 min,Action-Adventure,6.488
1680,Peter Pan: Return to Never Land,Movie,Robin Budd,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough",2002,"November 12, 2019",G,77 min, Animation,6.488
1681,Peter Pan: Return to Never Land,Movie,Robin Budd,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough",2002,"November 12, 2019",G,77 min, Family,6.488
1682,La Luna,Movie,Enrico Casarosa,"Tony Fucile, Krista Sheffler, Phil Sheridan",2012,"November 12, 2019",G,7 min,Animation,6.488
1683,La Luna,Movie,Enrico Casarosa,"Tony Fucile, Krista Sheffler, Phil Sheridan",2012,"November 12, 2019",G,7 min, Coming of Age,6.488
1684,La Luna,Movie,Enrico Casarosa,"Tony Fucile, Krista Sheffler, Phil Sheridan",2012,"November 12, 2019",G,7 min, Family,6.488
1685,Genius,Movie,Rod Daniel,"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer",1999,"November 12, 2019",TV-G,86 min,Comedy,6.488
1686,Genius,Movie,Rod Daniel,"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer",1999,"November 12, 2019",TV-G,86 min, Coming of Age,6.488
1687,Aladdin (1992),Movie,"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",1992,"November 12, 2019",G,94 min,Action-Adventure,6.484
1688,Aladdin (1992),Movie,"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",1992,"November 12, 2019",G,94 min, Animation,6.484
1689,Aladdin (1992),Movie,"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",1992,"November 12, 2019",G,94 min, Family,6.484
1690,Wind,Movie,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",2019,"December 13, 2019",G,9 min,Animation,6.484
1691,Wind,Movie,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",2019,"December 13, 2019",G,9 min, Family,6.484
1692,Wind,Movie,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",2019,"December 13, 2019",G,9 min, Fantasy,6.484
1693,A Ring of Endless Light,Movie,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",2002,"November 12, 2019",TV-G,88 min,Coming of Age,6.484
1694,A Ring of Endless Light,Movie,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",2002,"November 12, 2019",TV-G,88 min, Drama,6.484
1695,A Ring of Endless Light,Movie,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",2002,"November 12, 2019",TV-G,88 min, Romance,6.484
1696,The Game Plan,Movie,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",2007,"November 12, 2019",PG,112 min,Comedy,6.484
1697,The Game Plan,Movie,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",2007,"November 12, 2019",PG,112 min, Family,6.484
1698,The Game Plan,Movie,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",2007,"November 12, 2019",PG,112 min, Sports,6.484
