,Type,Title,Director,Cast,Release Year,Rating,Duration,Genres,Vote Average
3778,Movie,He's Out There,Quinn Lasher,"Yvonne Strahovski, Justin Bruening",2018,R,89 min,"Action, Horror, Suspense",5.8
5367,Movie,Cool Money,Gary Burns,"James Marsters, Margot Kidder, John Cassini",2005,16+,88 min,Action,5.8
6009,Movie,100 Girls,Michael Davis,"Jonathan Tucker, Emmanuelle Chriqui, James DeBello, Katherine Heigl, Larisa Oleynik, Jaime Pressly, Marissa Ribisi",2001,R,95 min,Comedy,5.8
4667,Movie,Manmadhan,A.J. Murugan,"Silambarasan, Jyothika, Sindhu Tolani, Goundamani",2004,18+,166 min,"Action, Drama, Romance",5.8
503,Movie,Sunrise on the Bosphorus,Mark Knight,Unknown,2019,ALL,30 min,"Documentary, Special Interest",5.8
5933,Movie,Mind Games,Jake Jalbert,"Michael Paré, Robert LaSardo, Jadon Cal, Michael Milhoan, Jet Jandreau, Jim Fitzpatrick",2021,18+,100 min,"Action, Horror",5.8
6010,Movie,Tuck Jagadish (Kannada),Shiva Nirvana,"Nani, Ritu Varma, Aishwarya Rajesh, Jagapathi Babu, Daniel Balaji, Parvathi T, Rohini, Rao Ramesh, Naresh, Nasser",2021,13+,145 min,"Drama, Kids",5.8
2979,Movie,Mike Case in: The Big Kiss Off,Justin Baird,"Les Mahoney, Debra Mayer, Devai Pearce, Atoy Wilson, Dale Shane, Erica Juliet (Ocampo), Suniil Sadarangani, Scott Ganyo, William Mitchell",2013,18+,74 min,"Comedy, Suspense",5.8
5790,Movie,Ambiquity,Idiagbonya Samuel,Tony Goodman Aik Odiase Nazareth Jason,2021,16+,86 min,Drama,5.8
502,Movie,Sunset On The Desert,REEL,"Roy Rogers, George 'Gabby' Hayes, Lynne Carver, Frank M. Thomas, Beryl Wallace, Glenn Strange, Douglas Fowley, Fred Burns, Roy Barcroft, Henry Wills, Forrest Taylor, Sons of the Pioneers, Pat Brady, Ralph Bucko, Roy Bucko, Bob Card, Ed Cassidy, Dorothy Christy, Jim Corey, Art Dillard, Hugh Farr, Karl Farr",1942,PG,55 min,Western,5.8
668,Movie,Rodeo & Juliet,Thadd Turner,"Krista Allen, Tim Abell, Nadine Crocker",2015,7+,88 min,Drama,5.8
396,Movie,The Donkey King,Aziz Jindani,"Kenny Knox, Mark Dohner, Bobbi Hartley, Mike Pollock, Tyler Bunch, Jay Synder, Jason Yudoff, Dave Wills",2020,7+,99 min,"Animation, Comedy, Kids",5.8
5397,Movie,The King of Marvin Gardens,Bob Rafelson,"Jack Nicholson, Bruce Dern, Ellen Burstyn, Julia Anne Robinson, Benjamin ""Scatman"" Crothers, Charles LaVine",1972,R,104 min,Drama,5.8
5125,Movie,Kadhal Kasakuthaiya,Dwarakh Raja,"Dhruvva, Venba, Charle, Kalpana, Deepa Nethran",2017,13+,127 min,Romance,5.8
4278,Movie,Her Name Was Christa,James L. Edwards,"Shianne Daye, James L. Edwards, Drew Fortier, Rick Jermain, Kaylee Williams",2020,18+,120 min,"Horror, Romance",5.8
5389,Movie,Varsity Punks,Anthony Solorzano,"Noel Gugliemi, Orien Richman, Raquael Torres, Alberto Torres, Harry Phan, Adam Weber, Ysidro Aleman, Jefrey Becerra, Jill-Michele Melean",2019,18+,105 min,Comedy,5.8
4298,Movie,A Dog Barking at the Moon,Lisa Zi Xiang,"Renhua Na, Gaowa Siqin, Zhang Yinyue, Jiang Bing, Ming Xing",2019,16+,108 min,"Drama, LGBTQ, Suspense",5.8
5853,Movie,"Superbug, Super Agent",Rudolf Zehetgruber,"Joachim Fuchsberger, Rudolf Zehetgruber, Kathrin Oginski, Heidi Hansen",1972,13+,89 min,"Comedy, Kids",5.8
1249,Movie,Highlander 2,Russell Mulcahy,"Sean Connery, Christopher Lambert, Virginia Madsen, Michael Ironside",1991,16+,110 min,"Action, Science Fiction",5.8
3911,Movie,Where is Chicky? - Chapter Six,William Hoareau,Unknown,2021,ALL,17 min,"Animation, Comedy, Kids",5.8
5982,Movie,Death Machine,Stephen Norrington,"Brad Dourif, Ely Pouget, William Hootkins, John Shariann",1995,R,99 min,"Action, Adventure, Horror",5.8
3910,Movie,Whose Streets?,"Sabaah Folayan, Damon Davis","Lezley McSpadden, Michael Brown Sr.",2017,R,102 min,Documentary,5.8
178,Movie,To Whom It May Concern,Manu Boyer,"Dawn Olivieri, Wilmer Valderrama, Paloma Guzmán, Skipp Sudduth, Tom Degnan, Camille Saviola",2021,16+,95 min,"Drama, Romance",5.8
1285,Movie,Happy 40th,Madoka Raine,"Yvonne Woods, Brian Slaten, Jenni Blong, Robyn Cohen, Madoka Raine",2015,18+,100 min,"Adventure, Drama",5.8
2177,Movie,The Cat in the Hat Knows a Lot About Halloween!,Tony Collingwood,"Alexa Torrington, Jacob Ewaniuk, Martin Short, Rob Tinkler",2016,G,58 min,Kids,5.8
170,Movie,Tom Sawyer & Huckleberry Finn,Jo Kastner,"Joel Courtney, Jake T. Austin, Val Kilmer",2015,PG-13,91 min,"Action, Drama, Kids",5.8
6566,Movie,The Man in the Hat,"John-Paul Davidson, Stephen Warbeck","Ciaran Hinds, Stephen Dillane, Maïwenn",2021,13+,96 min,Comedy,5.8
3785,Movie,Cleo,Giuseppe Di Paola,Ezio Maria Tisi,2020,13+,15 min,Drama,5.8
5049,Movie,Killer Among Us,Charlie Scharfman,"Yasha Jackson, Imani Lewis, Bruce MacVittie, Angelic Gil Perez-Abraham, Andrew Richardson",2021,NR,81 min,"Horror, Suspense",5.8
7,Movie,Global Meltdown,Daniel Gilboy,"Michael Paré, Leanne Khol Young, Patrick J. MacEachern",2017,Unknown,87 min,"Action, Science Fiction, Suspense",5.8
1197,Movie,In Enemy Hands,Tony Giglio,"Til Schweiger, Thomas Kretschmann, Connor Donne, Matt Lindquist, Andy Gatjen, Rene Heger, Alex Prusmack, Sascha Rosemann, Justin Thomson, Sven-Ole Thorsen, Scott Caan, Clark Gregg, A.J. Buckley, William H. Macy, Jeremy Sisto, Ian Somerhalder",2004,R,98 min,"Action, Adventure, Drama",5.8
669,Movie,Robin Hood (Silent),Allan Dwan,"Douglas Fairbanks Sr., Enid Bennett, Wallace Beery, Alan Hale Sr.",1922,13+,121 min,Action,5.8
5188,Movie,Genghis Cohn,Elijah Moshinsky,"Robert Lindsay, Antony Sher, Diana Rigg",1994,18+,79 min,Drama,5.8
3084,Movie,45 Days To Be Rich,Hani Bay,"Jesi Jensen, Michael James Alexander",2021,18+,75 min,Comedy,5.8
4612,Movie,Caught,Maggie Kiley,"Anna Camp, Stefanie Scott, Sam Page, Amelia Rose Blaire",2015,UNRATED,84 min,Suspense,5.8
2736,Movie,"Goodbye, Butterfly",Tyler Wayne,"Adam Donshik, Andy Lauer, Marie Burke, Jeremy London, Addison Ross, Jennifer Adams, Bryan Pierce",2021,ALL,99 min,Suspense,5.8
1622,Movie,Chiara Ferragni: Unposted (4K UHD) - [English Dubbed],Elisa Amoruso,Chiara Ferragni,2019,G,89 min,Documentary,5.8
6519,Movie,Haikara-San: Here Comes Miss Modern Part 1,Kazuhiro Furuhashi,"Asami Seto, Kazuya Nakai",2018,13+,97 min,"Anime, Comedy, Drama",5.8
2911,Movie,Magic Max,James D. Fields,"Parker Bates, Ivan Sergei, Jud Tylor, Lotus Blossom, Scarletta DuPouis, Barry Corbin",2021,PG-13,98 min,Romance,5.8
4852,Movie,Saltwater: The Battle For Ramree Island,Steve Lawson,"Glenn Salvage, Jas Steven Singh, Steve Dolton, Ryan Harvey",2021,18+,83 min,"Action, Horror",5.8
813,Movie,Notebook,Nitin Kakkar,"Zahir Iqbal, Pranutan Bahl",2019,ALL,112 min,"Drama, International, Romance",5.8
2770,Movie,Original Gangster,Savvas D. Michael,"Steve Guttenberg, Vas Blackwood, Ian Reddington, Daniel Caltagirone, Adam Decon",2020,Unknown,110 min,"Action, Comedy, Suspense",5.8
5515,Movie,Dirty 30,Andrew Bush,"Mamrie Hart, Grace Helbig, Hannah Hart",2016,PG-13,87 min,Comedy,5.8
2737,Movie,Five Little Ducks Nursery Rhymes for Babies in Indonesian,USP Studios,"Kids TV, Junior Squad",2021,ALL,45 min,"Animation, Kids, Music Videos and Concerts",5.8
6414,Movie,Driven to Dance,Tati Vogt,"Kaitlyn Black, Juliet Doherty, Michelle Allen, Asher Angel, Jack Beckham",2019,UNRATED,99 min,Drama,5.8
94,Movie,Waiting for You,Charles Garrad,"Colin Morgan, Fanny Ardant, Abdelkrim Bahloul, Clare Holman",2018,13+,92 min,"Drama, Romance, Suspense",5.8
1924,Movie,A Turma do sextou - A TV ideal,"Jean chambre, Lygia beatriz","Jean chambre, Lygia beatriz",2020,13+,6 min,"Animation, Comedy",5.8
2637,Movie,The Rape of Nanking,"Anne Pick, Bill Spahic","Olivia Cheng, Huang Shi Jia, Fang Jun Xiang, Pang Jin Feng, Jillian Rees-Brown",2007,13+,55 min,"Documentary, Special Interest",5.8
5639,Movie,From the Depths,Jose Montesinos (Frenzy),"Liz Fenning, Angelica Briones",2021,16+,85 min,"Horror, Science Fiction, Suspense",5.8
6415,Movie,Die Hard 2 (4K UHD),Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Atherton, Reginald Veljohnson, Franco Nero, William Sadler, John Amos",1990,R,123 min,"Action, Adventure",5.8
789,Movie,Old Gringo,Luis Puenzo,"Jane Fonda, Gregory Peck, Jimmy Smits, Patricio Contreras, Jenny Gago, Pedro Armendáriz Jr., Jim Metzler",1989,R,120 min,"Action, Romance, Western",5.8
1707,Movie,Blood On The Sun,Frank Lloyd,Peng Tien,1974,R,94 min,"Action, Drama",5.8
1306,Movie,Goin' South,Jack Nicholson,"Jack Nicholson, Mary Steenburgen, Christopher Lloyd, John Belushi",1978,PG,108 min,"Comedy, Western",5.8
3135,Movie,The Boy From Medellín,Matthew Heineman,Unknown,2021,16+,96 min,Documentary,5.8
5659,Movie,Murder in Mind,Robert Bierman,"Charlotte Rampling, Trevor Eve, Steven Mackintosh",1994,18+,79 min,"Drama, Suspense",5.8
2826,Movie,Jack And The Beanstalk,Jean Yarbrough,"Bud Abbott, Lou Costello, Buddy Baer, Shaye Cogan, James Alexander, Dorothy Ford, Barbara Brown, David Stollery, William Farnum, Johnny Conrad, Mel Blanc, Claire Du Brey, Joe Kirk, Hank Mann, Charles Perry, Almira Sessions, Jack Shea, Arthur Shields",1952,G,82 min,Comedy,5.8
2922,Movie,Neha,Sumit Roy King,Priyanka Vishu,2021,18+,118 min,"Action, Drama",5.8
5660,Movie,Mubutu's African Movie Theater: Episode 6,Prince Mabutu Nayabingi,Unknown,2021,18+,70 min,Action,5.8
778,Movie,One-Minute Anxiety Meditation,Unknown,Donna D' Cruz,2020,ALL,1 min,Special Interest,5.8
2914,Movie,I Saw Mommy Kissing Santa Claus,John Shepphird,"Connie Sellecca, Corbin Bernsen",2001,13+,88 min,"Comedy, Kids",5.8
1456,Movie,"Easy Come, Easy Go",John Rich,"Elvis Presley, Dodie Marshall, Pat Priest",1967,PG,95 min,"Action, Arts, Entertainment, and Culture, Comedy",5.8
2308,Movie,Durgamati - The Myth,Ashok G.,"Bhumi Pednekar, Arshad Warsi, Jisshu Sengupta, Mahie Gill, Karan Kapadia",2020,16+,156 min,"Horror, Suspense",5.8
1991,Movie,37-Teen,Miles Forster,"Fred Ewanuick, Tasya Teles, Michael Coleman, Josh Blacker, Amy Goodmurphy, Sean Owen Roberts, Rhonda Dent",2020,18+,92 min,Comedy,5.8
1923,Movie,A Turtle's Tale 2: Sammy's Escape from Paradise,"Ben Stassen, Vincent Kesteloot",Khary Payton,2011,G,93 min,"Animation, Kids",5.8
1448,Movie,Ekaj,Cati Gonzalez,"Jake Mestre, Badd Idea, Scooter LaForge",2017,16+,80 min,"Drama, LGBTQ, Young Adult Audience",5.8
1926,Movie,A Trip Under the Sea,Mark Knight,"Nick Mortorano,  Phd",2013,ALL,60 min,Special Interest,5.8
1927,Movie,A Trip Through The World's Greatest Cities,Mark Knight,Unknown,2012,ALL,60 min,"Arthouse, Special Interest",5.8
5524,Movie,Attack of the 50 Foot Cheerleader,Kevin O'Neill,"Sean Young, Ryan Merriman, Treat Williams, John Landis, Jena Sims, Sasha Jackson, Ted Raimi",2012,R,83 min,Comedy,5.8
1928,Movie,A Trip Through Lake Tahoe,Mark Knight,Unknown,2013,ALL,60 min,Special Interest,5.8
6330,Movie,Confessions of an American Bride,Douglas Barr,"Shannon Elizabeth, Eddie McClintock, Alan Van Sprang",2005,13+,90 min,Comedy,5.8
3375,Movie,Kabul Express,Kabir Khan,"John Abraham, Arshad Warsi, Salman Shahid, Hanif Hum Ghum, Linda Arsenio",2006,13+,105 min,"Action, International",5.8
964,Movie,Married by Christmas,Letia Clouston,"Jes Macallan, April Bowlby, James Eckhouse",2016,13+,86 min,"Comedy, Romance",5.8
1929,Movie,A Tour Through Hawaii,Mark Knight,Unknown,2012,ALL,60 min,Special Interest,5.8
900,Movie,Morgan Murphy: Irish Goodbye,Morgan Murphy,Morgan Murphy,2014,Unknown,50 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",5.8
3524,Movie,Changeland,Seth Green,"Seth Green, Breckin Meyer, Brenda Song, Clare Grant, Macaulay Culkin, Kedar Williams-Stirling, Rose Williams, Randy Orton",2019,R,86 min,"Comedy, Drama, Young Adult Audience",5.8
1922,Movie,A Woman Scorned: The Betty Broderick Story: Part I,Dick Lowry,"Meredith Baxter, Stephen Collins, Michelle Johnson, Kelli Williams, Stephen Root, Debra Jo Rupp, Susanna Thompson",1992,Unknown,93 min,"Drama, Suspense",5.8
1621,Movie,Chiara Ferragni: Unposted [English Subbed],Elisa Amoruso,Chiara Ferragni,2019,16+,88 min,Documentary,5.8
2912,Movie,Learn to Read with Max the Glow Train!,Unknown,Unknown,2016,ALL,6 min,Kids,5.8
6360,Movie,For You I Die,John Reinhardt,"Cathy Downs, Paul Langton, Mischa Auer, Roman Bohnen",1947,13+,75 min,"Drama, Suspense",5.8
3271,Movie,The Blackout,Daniela De Carlo,"Leah Henoch, Tess Paras, Hillary Anne Matthews, Alexander Chard, Avi Rothman, Brandon Kyle Goodman, Marc Underhill, Patty Guggenheim, Robert Belushi, Joslyn Jensen, Matt Kane, Sydney Cheri, Weston Nathanson, Louisa Abernathy, Blaise Miller, Bárbara Lombardo, Myrna Velasco, Henry Esteve, Erick Lopez",2021,13+,79 min,"Comedy, Romance",5.8
6306,Movie,Perfect Romance,Douglas Barr,"Kathleen Quinlan, Lori Heuring, Henry Ian Cusick, Michael Trucco",2004,13+,90 min,Comedy,5.8
965,Movie,Marriage Counseling Films,Sprocket Flicks,Unknown,2018,13+,113 min,"Documentary, Special Interest",5.8
2371,Movie,The Evil That Men Do,Ramon Termens,"Daniel Faraldo, Andrew Tarbet, Priscilla Delgado",2017,16+,93 min,"Action, Suspense",5.8
2372,Movie,The Days of Noah: The Flood - Part 1 of 4,Michael McCaffrey,"Jeff Reich, Doug Batchelor, Stephen Bohr, Leonard Brand,  Ph.D., Art Chadwick,  Ph.D., H. Allen Davis Jr.,  Ph.D., Dave Fiedler, Karen Jensen,  Ph.D., Elaine Kennedy,  Ph.D., Ivor Myers, Ariel A. Roth,  Ph.D., Timothy G. Standish,  Ph.D., Walter Veith,  Ph.D., Clyde L. Webster,  Ph.D.",2019,ALL,100 min,"Documentary, Faith and Spirituality, Special Interest",5.8
1921,Movie,A World Away,Mark Blanchard,"Rowan Blanchard, David DeLuise, Caroline Lagerfelt, Sal Landi, Nadine Velazquez, Mary Lynn Rajskub",2019,ALL,73 min,"Kids, Science Fiction",5.8
2311,Movie,Deadlocked,Josh Bailey,"Taylor Tunes, Kyle English, William Poole, Sophie Giberson, Nick Champa, Abby Jacoby-Thompson, Gabriel Behrmann, John Branch, Kyle Stoltz, Laura Welsh, John K. Duddy, Sydney Langford",2021,16+,79 min,Horror,5.8
777,Movie,Only When I Laugh,Glenn Jordan,"Marsha Mason, Kristy McNichol, James Coco",1981,R,120 min,"Comedy, Drama",5.8
1925,Movie,"A Turma do Sextou - A Princesa , o Sapo e a Escolinha","Lygia beatriz, Jean chambre","Lygia beatriz, Jean chambre, Lucas Daniel",2020,13+,3 min,Animation,5.8
3343,Movie,Velaiilla Pattadhari 2,Soundarya Rajnikanth,"Dhanush, Kajol, Amala Paul, Samuthirakani",2017,ALL,120 min,"Drama, International",5.8
5555,Movie,The Heartthrob,Francisco Ramalho Jr.,"Thiago Fragoso, Luiz Henrique Nogueira, Christine Fernandes, Fiuk",2021,13+,97 min,Comedy,5.8
4065,Movie,Copper Bill,Brett Bentman,"Dustin Rhodes, Thom Hallum, Arthur RedCloud, Katy Harris, Billy Blair",2020,16+,84 min,"Action, Drama, Suspense",5.8
6101,Movie,Things You Can Tell Just By Looking At Her,Rodrigo Garcia,"Glenn Close, Cameron Diaz, Calista Flockhart, Kathy Baker, Amy Brenneman, Valeria Golino, Holly Hunter",2001,PG-13,109 min,Drama,5.8
614,Movie,Shane Mauss: Mating Season,Jay Chapman,Shane Mauss,2013,18+,65 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",5.8
3741,Movie,Titeuf,Zep,"Donald Reignoux, Mélanie Bernier, Zabou Breitman",2011,13+,87 min,"Animation, Kids, Young Adult Audience",5.8
5588,Movie,Masquerade,Jeremiah McLamb,"Colleen McGinniss, Rosa Morales, Ken Stewart",2009,16+,97 min,"Drama, Special Interest",5.8
5676,Movie,The Angel Of Auschwitz,Terry Coker,"Noeleen Comiskey, Michael Mckell, Steven Bush",2021,16+,102 min,Drama,5.8
2283,Movie,Hal Sparks: Charmageddon,Manny Rodriguez,Hal Sparks,2010,18+,63 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",5.8
1620,Movie,Chick Fight,Paul Leyden,"Malin Akerman, Bella Thorne, Alec Baldwin, Dulcé Sloan, Kevin Connolly, Fortune Feimster, Kevin Nash",2020,R,97 min,"Comedy, Drama",5.8
2841,Movie,Tabù,F.W. Murnau,"Matahi, Anne Chevalier, Bill Bambridge, Hitu",1930,13+,78 min,Romance,5.8
1427,Movie,Everybody's Game,Beno Obano,"Maro Itoje, Beno Obano, Anthony Watson, Ellis Genge, Biyi Alo",2020,16+,53 min,Documentary,5.8
2836,Movie,ALL FIRED UP,Jean-Paul Rappeneau,"Yves Montand, Isabelle Adjan, Lauren Hutton",1982,PG-13,103 min,International,5.8
5677,Movie,RiffTrax: Yor Hunter From The Future,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Reb Brown, Corinne Clery, John Steiner, Carole Andre, Luciano Pigozzi, Mystery Science Theater 3000 Guys",2019,13+,83 min,"Comedy, Science Fiction",5.8
368,Movie,The Gospel of Eureka,"Michael Palmieri, Donal Mosher","Mx Justin Vivian Bond, Lee Keating, Walter Burrell, Felicia Blackheart, Ginger Styles, Roxie Howard",2019,16+,73 min,Documentary,5.8
2057,Movie,Nightmare At Bitter Creek,Tim Burstall,"Lindsay Wagner, Tom Skerritt, Constance McCashin, Joanna Cassidy, Raymond Guth",1988,16+,92 min,"Action, Adventure, Suspense",5.8
3115,Movie,Stagecoach to Denver,R.G. Springsteen,"Allan Lane, Roy Barcroft, Robert Blake, Peggy Stewart, Martha Wentworth, Bobby Hyatt, Edward Cassidy, Tom Chatterton, Marin Sais",1946,13+,54 min,Western,5.8
4479,Movie,El Lute II: Tomorrow I'll be free,Vicente Aranda,"Imanol Arias, Jorge Sanz, Pastora Vega, Ángel Pardo, Terele Pávez, Antonio Dechent",1988,18+,121 min,Drama,5.8
1720,Movie,Blackmark,A.J. Martinson,"Kaiwi Lyman, Jeff Hatch, Corey MacIntosh",2017,Unknown,94 min,"Action, Suspense",5.8
3085,Movie,15 Minute Forest Stream Meditation,Mark Knight,Marie-Anne Newland,2020,ALL,15 min,Special Interest,5.8
2846,Movie,Address Unknown,Shawn Levy,"Patrick Renna, Kyle Howard, Corbin Allred, Michael Flynn",1997,PG,83 min,"Action, Drama, Suspense",5.8
270,Movie,The Prey,Jimmy Henderson,"Gu Shangwei, Vithaya Pansringarm, Byron Bishop, Sahajak Boonthanakit",2020,16+,93 min,"Action, Suspense",5.8
1731,Movie,Black Jesus,Valerio Zurlini,"Woody Stode, Franco Citti, Jean Servais, Pier Paolo Capponi, Stephen Forsyth",1986,13+,86 min,Drama,5.8
6023,Movie,Finger of Guilt,Joseph Losey,"Richard Basehart, Mary Murphy, Constance Cummings",1956,13+,84 min,"Drama, Suspense",5.8
3684,Movie,Personally Yours,Jeffrey Reiner,"Valerie Bertinelli, Jeffrey Nordling, Britt Irvin, Michael Welch, Ross Malinger, Andrea Roth, Donnelly Rhodes, Emily Tennant",2000,7+,90 min,Comedy,5.8
2052,Movie,Snap Decision,Alan Metzger,"Mare Winningham, Felicity Huffman, Chelcie Ross, Megan Fahlebock, Chuck Shamata",2002,13+,91 min,Drama,5.8
2834,Movie,BURNT OUT,Fabienne Godet,"Marion Cotillard, Dominique Blanc, Julie Depardieau",2005,PG-13,87 min,"Drama, International",5.8
4096,Movie,The Stepfather,Nelson McCormick,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Jon Tenney, Sherry Stringfield",2009,PG-13,101 min,"Horror, Suspense",5.796
2471,Movie,Henry VII: The Winter King,"Giulia Clark, Stuart Elliott",Unknown,2013,13+,59 min,"Documentary, Special Interest",5.795
2470,Movie,Hostile,Mathieu Turi,"Brittany Ashworth, Grégory Fitoussi, Javier Botet",2018,13+,83 min,"Action, Horror",5.795
6134,Movie,Still of the Night,Robert Benton,"Roy Scheider, Meryl Streep, Jessica Tandy, Irving Metzmen, Joe Grifasi",1982,PG,91 min,Drama,5.793
6186,Movie,Love Field,Jonathan Kaplan,"Michelle Pfeiffer, Dennis Haysbert, Brian Kerwin, Stephanie McFadden",1992,PG-13,105 min,Drama,5.789
1941,Movie,A Mother's Nightmare,Vic Sarin,"Annabeth Gish, Jessica Lowndes, Grant Gustin",2012,Unknown,89 min,"Drama, Suspense",5.789
5573,Movie,Parents,Bob Balaban,"Randy Quaid, Mary Beth Hurt, Sandy Dennis, Bryan Madorsky",1989,R,82 min,"Comedy, Horror, Suspense",5.788
5512,Movie,Hatchet,Adam Green,"Joel David Moore, Deon Richmond, Mercedes McNab, Tony Todd, Robert Englund, Kane Hodder",2007,R,84 min,Horror,5.787
3560,Movie,Bewakoofiyaan,Nupur Asthana,"Rishi Kapoor, Ayushmann Khurrana, Sonam Kapoor, Swedha Singh, Deepika Amin",2014,13+,118 min,"Comedy, Drama, International",5.786
3997,Movie,Educational Songs for Kids - LooLoo Kids,Mora TV,LooLoo Kids,2021,ALL,42 min,"Animation, Kids",5.786
3996,Movie,Ekkadiki Pothavu Chinnavada,Vi Anand,"Nikhil Siddharth, Hebah Patel",2016,13+,138 min,"Science Fiction, Suspense",5.786
1532,Movie,Dead Birds,Alex Turner,"Henry Thomas, Michael Shannon, Isaiah Washington, Nicki Aycox, Patrick Fugit, Mark Boone Junior",2004,R,91 min,"Historical, Horror, Western",5.785
3241,Movie,Maze,Stephen Burke,"Barry Ward, Martin McCann, Tom Vaughan-Lawlor",2019,16+,93 min,"Action, Drama",5.785
5679,Movie,Life Partners,Susanna Fogel,"Leighton Meester, Gillian Jacobs, Adam Brody, Mark Feuerstein",2014,R,93 min,"Comedy, Drama, Romance",5.782
5491,Movie,The Blood of Heroes,David Peoples,"Rutger Hauer, Joan Chen, Vincent D'Onofrio, Delroy Lindo, Anna Katarina",1990,R,91 min,"Action, Adventure",5.781
5538,Movie,The Three Stooges,James Frawley,"Paul Ben-Victor, Evan Handler, John Kassir, Michael Chiklis, Rachael Black, Anna Lise Phillips, Murray Bartlett, Joel Edgerton, Marton Csokas, Christopher James Baker",2000,13+,88 min,"Comedy, Drama",5.78
6058,Movie,Blood Crime,William A Graham,"James Caan, Johnathon Schaech, Elizabeth Lackey",2002,R,88 min,"Drama, Suspense",5.778
1364,Movie,From The Vine,Sean Cisterna,"Joe Pantoliano, Wendy Crewson, Marco Leonardi, Paula Brancati, Tony Nardi, Tony Nappo, Kevin Hanchard, Franco Lo Presti",2020,16+,94 min,"Comedy, Drama",5.778
5030,Movie,The Hawk,David Hayman,"Helen Mirren, George Costigan, Rosemary Leach",1995,18+,84 min,"Drama, Suspense",5.778
1482,Movie,Doomed To Die,William Nigh,"Boris Karloff, Grant Withers, Marjorie Reynolds, Melvin Lang, William Stelling, Catherine Craig",1940,PG,82 min,Suspense,5.778
